title,description,prerequisites,prereq_text
CS 7490 - Adv Image Synthesis,"Advanced techniques in realistic image synthesis based on the physics of light.  Anti-aliasing, textures, surface reflectance, distribution ray tracing, volume rendering, radiosity, and image-based rendering.",[],
CS 7491 - 3D Complexity,"Multiresolution,  compression, collision, morphing, visibility, and computational geometry techniques for accessing, rendering, and animating complex 3D models in engineering, scientific, business, or entertainment applications.",['CS 6491'],CS 6491
CS 7492 - Simulation of Biology,"Study different computer simulation methods for use in investigating biological systems, including bio-molecules, cells and full organisms.",[],
CS 7495 - Computer Vision,An introduction to computer vision and machine perception. An intensive study of the process of generating a symbolic description of the scene by interpretation of images(s). Credit will not be awarded for both CS 7495 and CS 7476.,"['CS 7476', 'CS 7495']",
CS 7496 - Computer Animation,"Motion techniques for computer animation and interactive games (keyframing, procedural methods, motion capture, and simulation) and principles for storytelling, composition, lighting, and interactivity.",['CS 4451'],CS 4451
CS 7497 - Virtual Environments,"An introduction to virtual reality and virtual environments. Issues covered will include VR technology, software design, 3D human-computer interaction, and applications for VR.",['CS 4451'],CS 4451
CS 7499 - 3D Reconstruction,"In this course we study the principles and algorithms underlying 3D Reconstruction and Mapping in Computer Vision, Robotics, and Augmented Reality.",[],
CS 7510 - Graph Algorithm,"Algorithms for graph problems such as maximum flow, matching, network reliability, minimum cuts, covering, coloring, planarity, shortest paths, and connectivity. Crosslisted with MATH 7510 and ISYE 7510.","['CS 6505', 'CS 6550', 'MATH 7510', 'ISYE 7510']",CS 6505 or CS 6550
CS 7520 - Approximation Algorithms,"Approximation algorithms for NP-hard optimization problems, design and analysis techniques for such algorithms.  Credit not allowed for both CS 7520 and CS 4520.","['CS 4520', 'CS 7520', 'CS 6550', 'CS 6505']",CS 6505 or CS 6550
CS 7525 - Algorithmic Game Theory,"Algorithmic aspects of game theory covering topics at the intersection of computer science, economics, and game theory with applications to domains such as internet.",['CS 6550'],CS 6550
CS 7530 - Randomized Algorithms,"Techniques for designing and analyzing randomized algorithms, derandomization techniques.  Credit not allowed for both CS 7530 and CS 4530.","['CS 6505', 'CS 7530', 'CS 4530', 'CS 6550']",CS 6505 or CS 6550
CS 7535 - Markov Chain Monte Carlo,"This course studies Markov Chain Monte Carlo algorithms, widely-used in a variety of scientific fields, focusing on mathematical techniques for analyzing their convergence rates.","['CS 6505', 'CS 6550']",CS 6505 or CS 6550
CS 7540 - Spectral Algorithms,"Spectral methods mathematics and algorithmic insights driving applications with large data sets in domains such as web-search, information-retrieval, and medical diagnosis and prediction.",[],
CS 7545 - Machine Learning Theory,"This course provides a basic arsenal of powerful mathematical tools for the analysis of learning algorithms, focusing on both statistical and computational aspects.",[],
CS 7560 - Theory of Cryptography,"One-way functions, pseudorandomness, public-key and identity-based cryptography, commitment and zero knowledge.",[],
CS 7610 - Modeling and Design,"Information-processing theories of modeling and design; topics include design decision making, problem solving and learning, and knowledge-based modeling and design.",['CS 4600'],CS 4600
CS 7611 - AI Problem Solving,"Basic concepts and methods of AI problem solving, knowledge representation, reasoning, and learning.",['CS 6601'],CS 6601
CS 7612 - AI Planning,"Symbolic numerical techniques that allow intelligent systems to decide how they should act in order to achieve their goals, including action and plan representation, plan synthesis and reasoning, analysis of planning algorithms, plan execution and monitoring, plan reuse and learning, and applications.",['CS 6601'],CS 6601
CS 7613 - Knowledge Systems Engr,Techniques for constructing large knowledge-based systems.  Advanced symbolic AI techniques. Constraint systems.,['CS 6601'],CS 6601
CS 7615 - Knowledge Agents,"Knowledge-based interactive systems, knowledge-based autonomous agents, agent architectures, learning and adaptation, agent evolution.",['CS 4600'],CS 4600
CS 7616 - Pattern Recognition,This course provides an introduction to the theory and practice of pattern recognition.  It emphasizes unifying concepts and the analysis of real-world datasets.,[],
CS 7620 - Case-Based Reasoning,"Topics include case representation, indexing and retrieval, adaptation, interpretive CBR, the cognitive model that CBR implies, and its implications for creativity, decision aiding, and education.  Credit not allowed for both CS 7620 and CS 4622.","['CS 4600', 'CS 4622', 'CS 7620']",CS 4600
CS 7626 - Behavioral Imaging,An introduction to the use of sensor data and machine learning methods to measure and model human behavior objectively and automatically for health applications.,[],
CS 7630 - Autonomous Robotics,"The principles and practice of autonomous robotics including behavior-based design and architectures, adaptive learning and team behavior, and the role of perception within robotic systems.",['CS 4600'],CS 4600
CS 7631 - Multi-Robot Systems,In-depth examination of the current research on multi-robot systems.  Students develop and critically analyze a multi-robot system.,"['CS 7630', 'CS 4631']",CS 4631 or CS 7630
CS 7632 - Game AI,"An exploration of how artificial intelligence is used in modern digital computer games. Credit will not be awarded for CS 7632 and CS 4731, CS 7632 and LCC 4731 or CS 7632 and LMC 4731.","['CS 6601', 'LMC 4731', 'CS 7632', 'CS 4731', 'LCC 4731']",CS 6601
CS 7633 - Human-Robot Interaction,"Survey of the state of the art in HRI research, introduction to statistical methods for HRI research, research project studio.",[],
CS 7634 - AI Storytell In Vir Wrld,"An exploration of how artificial intelligence can enable us to use stories in virtual worlds for the purpose of entertaining, educatintg, and training human users.",[],
CS 7636 - Computational Perception,"Study of statistical and algorithmic methods for sensing people using video and audio.  Topics include face detection and recognition, figure tracking, and audio-visual sensing.","['CS 7495', 'CS 4495', 'CS 4641']",CS 4641 and (CS 4495 or CS 7495 )
CS 7637 - Knowledge-Based AI,"Structured knowledge representation; knowledge-based methods of reasoning and learning; problem-solving, modeling and design.",['CS 3600'],CS 3600
CS 7638 - Robotics: AI Techniques,"AI techniques with applications to autonomous vehicles. Extensive programming exercises. Topics include probabilistic inference, Kalman/particle filters, planning/search algorithms, PID control, SLAM.",[],
CS 7639 - Cyber Physical Design,"Cyber Physical Systems (CPS), including examples. Design methods. Formalisms: Different equations, finite-state machines. Analysis. Formal methods. Design processes, Model-Based Systems Engineering, Reference documents and regulations.",[],
CS 7640 - Learning in Auton Agents,"An in-depth look at agents that learn, including intelligent systems, robots, and humans. Design and implementation of computer models of learning and adaptation in autonomous intelligent agents.","['CS 4641', 'CS 4600']",CS 4600 or CS 4641
CS 7641 - Machine Learning,"Machine learning techniques and applications. Topics include foundational issues; inductive, analytical, numerical, and theoretical approaches; and real-world applications. Credit not awarded for both CS 7641 and CS 4641/CSE 6740/ISYE 6740.","['CS 4641', 'CSE 6740', 'CS 6601', 'ISYE 6740', 'CS 7641']",CS 6601
CS 7642 - Reinforcement Learning,"Efficient algorithms for multiagent planning, and approaches to learning near-optimal decisions using possibly partially observable Markov decision processes; stochastic and repeated games; and reinforcement learning.",[],
CS 7643 - Deep Learning,"This course will cover theory and practice of deep learning, including neural network and structured models, optimization algorithms, and applications to perception and Artificial Intelligence.","['CSE 6740', 'ISYE 6740', 'CS 7641']",CSE 6740 or ISYE 6740 or CS 7641
CS 7644 - ML For Robotics,"Overview of a portfolio of machine learning techniques useful for robotic application: from regression to deep learning, applied on simulated real-time mobile robotic applications.",[],
CS 7645 - Num Machine Learning,"This course explores problems in classification/pattern recognition (OCR, speech, vision, fault detection, medical diagnosis), regression/function approximation, robot control, and reinforcement learning.",['CS 4641'],CS 4641
CS 7646 - Mach Learn For Trading,"Introduces machine learning based trading strategies. Topics:  Information processing, probabilistic analysis, portfolio construction, generation of market orders, KNN, random forests. Credit not awarded for both CS 4646 and CS 7646.","['CS 4646', 'CS 7646']",
CS 7647 - Mach Lrn w/ltd Supervis,Explore advanced techniques in learning from visual data with limited human supervision through study of recently published research papers and completing a semester-long research project.,[],
CS 7648 - Interactive Robo Learn,This course combines lectures in CS (Machine and Reinforcement Learning) and CogSci with a research seminar to enable students to develop learning from demonstration systems.,[],
CS 7649 - Robot Intelli: Planning,"We investigate algorithms for robots and complex systems that make intelligent decisions.  Emphasis on the theoretical and empirical properties of classical, geometric, stochastic/dynamic planning.",[],
CS 7650 - Natural Language,"Topics include lexical analysis, parsing, interpretation of sentences, semantic representation, organization of knowledge, inference mechanisms.  Newer approaches combining statistical language processing and information retrieval techniques.  Credit not allowed for both CS 7650 and CS 4650.","['CS 7650', 'CS 3600', 'CS 4650']",CS 3600
CS 7651 - Human & Machine Learning,"Explores the gap between empirical research on human learning and models from machine learning. Covers symbolic, statistical, semantic space, neural network, unsupervised, and other approaches.",[],
CS 7695 - Phil of Cognition,"Examines problems in the foundations of cognition in relation to current issues in cognitive sciences. Topics include meaning, mental imagery, consciousness, and mind/body problem.",[],
CS 7697 - Cognitive Model Sci&Tech,Examines how models of reasoning and representation developed in the cognitive sciences can provide a basis for an enriched understanding of scientific theories and research practices in science and technology.,[],
CS 7741 - Robotics Pro Prep 1,Preparation for a professional career in Robotics. Local & visiting speakers. Program introduction. Technical resume preparation. GT Robotics labs & resources.,[],
CS 7742 - Robo Pro Prep 2,Preparation for a professional career in Robotics. Local & visiting speakers. Selecting and applying for Internship. Developing capstone project proposal. Public speaking practice and preparation.,[],
CS 7743 - Robo Pro Prep 3,Preparation for a professional career in Robotics. Local & visiting speakers. Interview preparation & career search. Technical report writing and presentation.,[],
CS 7750 - Math Fnd Of Machine Lrn,Provides the mathematical background for two of the pillars of modern data science: linear algebra and applied probability.,[],
CS 7751 - Graphical Models in ML,"The course provides an introduction to theory and practice of graphical models in machine learning. It covers three main aspects; representation, probabilistic inference, and learning.","['CS 1301', 'MATH 3670', 'ECE 3077', 'ISYE 3770', 'CS 1371']",(ECE 3077 or ISYE 3770 or MATH 3670 ) and (CS 1371 or CS 1301 )
CS 7785 - Intro Robotics Research,"Familiarizes students with the core areas of robotics; mechanics, control, perception, AI, and autonomy. Provides an introduction to the mathematical tools required in robotics research.",[],
CS 7790 - Cognitive Modeling,"A hands-on course covering a range of cognitive modeling methodologies.  It explores the analysis, development, construction, and evaluation of models of cognitive processing. Crosslisted with ISYE and PSYC 7790.","['PSYC 6795', 'PSYC 7790', 'ISYE 6795', 'CS 6795']",CS 6795 or ISYE 6795 or PSYC 6795
CS 8001 - Seminar,Group discussion of advanced topics in information and computer science. May not be used by computer science majors for degree credit.,[],
CS 8002 - Seminar,Group discussion of advanced topics in information and computer science.  May not be used by computer science majors for degree credit.,[],
CS 8003 - Seminar,Group discussion of advanced topics in information and computer science. May not be used by computer science majors for degree credit.,[],
CS 8004 - Seminar,Group discussion of advanced topics in information and computer science. May not be use by computer science majors for degree credit.,[],
CS 8005 - Seminar,Group discussion of advanced topics in information and computer science. May not be used by computer science majors for degree credit.,[],
CS 8006 - Seminar,Group discussion of advanced topics in information and computer science. May not be used by computer science majors for degree credit.,[],
CS 8030 - Software Engr Seminar,This seminar provides students with an opportunity to explore contemporary topics in software engineering.,[],
CS 8741 - Robo Capstone Project,Teams or individuals apply the knowledge and skills acquired throughout the MS program to a faculty supervised robotics project.,[],
CS 8750 - Robotics Research Fnd I,Multidisciplinary research course supervised by two robotics faculty from different schools participating in the robotics Ph.D. program.,"['ECE 7785', 'ME 7785', 'CS 7785', 'AE 7785']",AE 7785 or CS 7785 or ECE 7785 or ME 7785
CS 8751 - Robotics Research Fnd II,Continuation of AE 8751 (Robotics Research Foundation I).,"['AE 8750', 'CS 8750', 'ME 8750', 'ECE 8750', 'AE 8751']",AE 8750 or CS 8750 or ECE 8750 or ME 8750
CS 8795 - Colloquium-Cognitive Sci,"Reading of research papers by leading cognitive scientists, attendance at their colloquia and meeting with them to discuss research. Crosslisted with ISYE and PSYC 8795.",['PSYC 8795'],
CS 8801 - Special Topics,Special topics of current interest. Treatment of new developments in various areas of computing.,[],
CS 8802 - Special Topics,Special topics of current interest.  Treatment of new developments in various areas of computing.,[],
CS 8803 - Special Topics,Special topics of current interest.  Treatment of new developments in various areas of computing.,[],
CS 8804 - Special Topics,Special topics of current interest.  Treatment of new developments in various areas of computing.,[],
CS 8805 - Special Topics,Special topics of current interest.  Treatment of new developments in various areas of computing.,[],
CS 8806 - Special Topics,Special topics of current interest.  Treatment of new developments in various areas of computing.,[],
CS 8811 - Special Topics,Special Topics in CS - Lab,[],
CS 8813 - Special Topics,,[],
CS 8816 - Special Topics,,[],
CS 8873 - Special Topics,,[],
CS 8893 - Spec Top-Cognitive Sci,Topics of current interest in cognitive science.,[],
